Arongan Lambalek, Aceh Barat, Nanggroe Aceh Darussalam (NAD), 1
Margo Tabir, Merangin, Jambi, 3943
Muara Siau, Merangin, Jambi, 3944
Nalo Tantan, Merangin, Jambi, 3945
Pamenang, Merangin, Jambi, 3946
Pamenang Barat, Merangin, Jambi, 3947
Pamenang Selatan, Merangin, Jambi, 3948
Pangkalan Jambu, Merangin, Jambi, 3949
Renah Pembarap, Merangin, Jambi, 3950
Renah Pemenang, Merangin, Jambi, 3951
Sungai Manau, Merangin, Jambi, 3952
Sungai Tenang, Merangin, Jambi, 3953
Tabir, Merangin, Jambi, 3954
Tabir Barat, Merangin, Jambi, 3955
Tabir Ilir, Merangin, Jambi, 3956
Tabir Lintas, Merangin, Jambi, 3957
Tabir Selatan, Merangin, Jambi, 3958
Tabir Timur, Merangin, Jambi, 3959
Tabir Ulu, Merangin, Jambi, 3960
Tiang Pumpung, Merangin, Jambi, 3961
Animha, Merauke, Papua, 3962
Eligobel, Merauke, Papua, 3963
Ilyawab, Merauke, Papua, 3964
Jagebob, Merauke, Papua, 3965
Kaptel, Merauke, Papua, 3966
Kimaam, Merauke, Papua, 3967
Kurik, Merauke, Papua, 3968
Malind, Merauke, Papua, 3969
Merauke, Merauke, Papua, 3970
Muting, Merauke, Papua, 3971
Naukenjerai, Merauke, Papua, 3972
Ngguti (Nggunti), Merauke, Papua, 3973
Okaba, Merauke, Papua, 3974
Semangga, Merauke, Papua, 3975
Sota, Merauke, Papua, 3976
Tabonji, Merauke, Papua, 3977
Tanah Miring, Merauke, Papua, 3978
Tubang, Merauke, Papua, 3979
Ulilin, Merauke, Papua, 3980
Waan, Merauke, Papua, 3981
Mesuji, Mesuji, Lampung, 3982
Mesuji Timur, Mesuji, Lampung, 3983
Panca Jaya, Mesuji, Lampung, 3984
Rawa Jitu Utara, Mesuji, Lampung, 3985
Simpang Pematang, Mesuji, Lampung, 3986
Tanjung Raya, Mesuji, Lampung, 3987
Way Serdang, Mesuji, Lampung, 3988
Metro Barat, Metro, Lampung, 3989
Metro Pusat, Metro, Lampung, 3990
Metro Selatan, Metro, Lampung, 3991
Metro Timur, Metro, Lampung, 3992
Metro Utara, Metro, Lampung, 3993
Agimuga, Mimika, Papua, 3994
Jila, Mimika, Papua, 3995
Jita, Mimika, Papua, 3996
Kuala Kencana, Mimika, Papua, 3997
Mimika Barat (Mibar), Mimika, Papua, 3998
Mimika Barat Jauh, Mimika, Papua, 3999
Mimika Barat Tengah, Mimika, Papua, 4000
Mimika Baru, Mimika, Papua, 4001
Mimika Timur, Mimika, Papua, 4002
Mimika Timur Jauh, Mimika, Papua, 4003
Mimika Timur Tengah, Mimika, Papua, 4004
Tembagapura, Mimika, Papua, 4005
Eris, Minahasa, Sulawesi Utara, 4006
Kakas, Minahasa, Sulawesi Utara, 4007
Kakas Barat, Minahasa, Sulawesi Utara, 4008
Kawangkoan, Minahasa, Sulawesi Utara, 4009
Kawangkoan Barat, Minahasa, Sulawesi Utara, 4010
Kawangkoan Utara, Minahasa, Sulawesi Utara, 4011
Kombi, Minahasa, Sulawesi Utara, 4012
Langowan Barat, Minahasa, Sulawesi Utara, 4013
Langowan Selatan, Minahasa, Sulawesi Utara, 4014
Langowan Timur, Minahasa, Sulawesi Utara, 4015
Langowan Utara, Minahasa, Sulawesi Utara, 4016
Lembean Timur, Minahasa, Sulawesi Utara, 4017
Mandolang, Minahasa, Sulawesi Utara, 4018
Pineleng, Minahasa, Sulawesi Utara, 4019
Remboken, Minahasa, Sulawesi Utara, 4020
Sonder, Minahasa, Sulawesi Utara, 4021
Tombariri, Minahasa, Sulawesi Utara, 4022
Tombariri Timur, Minahasa, Sulawesi Utara, 4023
Tombulu, Minahasa, Sulawesi Utara, 4024
Tompaso, Minahasa, Sulawesi Utara, 4025
Tompaso Barat, Minahasa, Sulawesi Utara, 4026
Tondano Barat, Minahasa, Sulawesi Utara, 4027
Tondano Selatan, Minahasa, Sulawesi Utara, 4028
Tondano Timur, Minahasa, Sulawesi Utara, 4029
Tondano Utara, Minahasa, Sulawesi Utara, 4030
Amurang, Minahasa Selatan, Sulawesi Utara, 4031
Amurang Barat, Minahasa Selatan, Sulawesi Utara, 4032
Amurang Timur, Minahasa Selatan, Sulawesi Utara, 4033
Kumelembuai, Minahasa Selatan, Sulawesi Utara, 4034
Maesaan, Minahasa Selatan, Sulawesi Utara, 4035
Modoinding, Minahasa Selatan, Sulawesi Utara, 4036
Motoling, Minahasa Selatan, Sulawesi Utara, 4037
Motoling Barat, Minahasa Selatan, Sulawesi Utara, 4038
Motoling Timur, Minahasa Selatan, Sulawesi Utara, 4039
Ranoyapo, Minahasa Selatan, Sulawesi Utara, 4040
Sinonsayang, Minahasa Selatan, Sulawesi Utara, 4041
Suluun Tareran, Minahasa Selatan, Sulawesi Utara, 4042
Tareran, Minahasa Selatan, Sulawesi Utara, 4043
Tatapaan, Minahasa Selatan, Sulawesi Utara, 4044
Tenga, Minahasa Selatan, Sulawesi Utara, 4045
Tompaso Baru, Minahasa Selatan, Sulawesi Utara, 4046
Tumpaan, Minahasa Selatan, Sulawesi Utara, 4047
Belang, Minahasa Tenggara, Sulawesi Utara, 4048
Pasan, Minahasa Tenggara, Sulawesi Utara, 4049
Pusomaen, Minahasa Tenggara, Sulawesi Utara, 4050
Ratahan, Minahasa Tenggara, Sulawesi Utara, 4051
Ratahan Timur, Minahasa Tenggara, Sulawesi Utara, 4052
Ratatotok, Minahasa Tenggara, Sulawesi Utara, 4053
Silian Raya, Minahasa Tenggara, Sulawesi Utara, 4054
Tombatu, Minahasa Tenggara, Sulawesi Utara, 4055
Tombatu Timur, Minahasa Tenggara, Sulawesi Utara, 4056
Tombatu Utara, Minahasa Tenggara, Sulawesi Utara, 4057
Touluaan, Minahasa Tenggara, Sulawesi Utara, 4058
Touluaan Selatan, Minahasa Tenggara, Sulawesi Utara, 4059
Airmadidi, Minahasa Utara, Sulawesi Utara, 4060
Dimembe, Minahasa Utara, Sulawesi Utara, 4061
Kalawat, Minahasa Utara, Sulawesi Utara, 4062
Kauditan, Minahasa Utara, Sulawesi Utara, 4063
Kema, Minahasa Utara, Sulawesi Utara, 4064
Likupang Barat, Minahasa Utara, Sulawesi Utara, 4065
Likupang Selatan, Minahasa Utara, Sulawesi Utara, 4066
Likupang Timur, Minahasa Utara, Sulawesi Utara, 4067
Talawaan, Minahasa Utara, Sulawesi Utara, 4068
Wori, Minahasa Utara, Sulawesi Utara, 4069
Bangsal, Mojokerto, Jawa Timur, 4070
Dawar Blandong, Mojokerto, Jawa Timur, 4071
Dlanggu, Mojokerto, Jawa Timur, 4072
Gedeg, Mojokerto, Jawa Timur, 4073
Gondang, Mojokerto, Jawa Timur, 4074
Jatirejo, Mojokerto, Jawa Timur, 4075
Jetis, Mojokerto, Jawa Timur, 4076
Kemlagi, Mojokerto, Jawa Timur, 4077
Kutorejo, Mojokerto, Jawa Timur, 4078
Mojoanyar, Mojokerto, Jawa Timur, 4079
Mojosari, Mojokerto, Jawa Timur, 4080
Ngoro, Mojokerto, Jawa Timur, 4081
Pacet, Mojokerto, Jawa Timur, 4082
Pungging, Mojokerto, Jawa Timur, 4083
Puri, Mojokerto, Jawa Timur, 4084
Sooko, Mojokerto, Jawa Timur, 4085
Trawas, Mojokerto, Jawa Timur, 4086
Trowulan, Mojokerto, Jawa Timur, 4087
Magersari, Mojokerto, Jawa Timur, 4088
Prajurit Kulon, Mojokerto, Jawa Timur, 4089
Bahodopi, Morowali, Sulawesi Tengah, 4090
Bumi Raya, Morowali, Sulawesi Tengah, 4091
Bungku Barat, Morowali, Sulawesi Tengah, 4092
Bungku Pesisir, Morowali, Sulawesi Tengah, 4093
Bungku Selatan, Morowali, Sulawesi Tengah, 4094
Bungku Tengah, Morowali, Sulawesi Tengah, 4095
Bungku Timur, Morowali, Sulawesi Tengah, 4096
Bungku Utara, Morowali, Sulawesi Tengah, 4097
Lembo, Morowali, Sulawesi Tengah, 4098
Lembo Raya, Morowali, Sulawesi Tengah, 4099
Mamosalato, Morowali, Sulawesi Tengah, 4100
Menui Kepulauan, Morowali, Sulawesi Tengah, 4101
Mori Atas, Morowali, Sulawesi Tengah, 4102
Mori Utara, Morowali, Sulawesi Tengah, 4103
Petasia, Morowali, Sulawesi Tengah, 4104
Petasia Barat, Morowali, Sulawesi Tengah, 4105
Petasia Timur, Morowali, Sulawesi Tengah, 4106
Soyo Jaya, Morowali, Sulawesi Tengah, 4107
Wita Ponda, Morowali, Sulawesi Tengah, 4108
Abab, Muara Enim, Sumatera Selatan, 4109
Benakat, Muara Enim, Sumatera Selatan, 4110
Gelumbang, Muara Enim, Sumatera Selatan, 4111
Gunung Megang, Muara Enim, Sumatera Selatan, 4112
Kelekar, Muara Enim, Sumatera Selatan, 4113
Lawang Kidul, Muara Enim, Sumatera Selatan, 4114
Lembak, Muara Enim, Sumatera Selatan, 4115
Lubai, Muara Enim, Sumatera Selatan, 4116
Muara Belida, Muara Enim, Sumatera Selatan, 4117
Muara Enim, Muara Enim, Sumatera Selatan, 4118
Penukal (Penukal Abab), Muara Enim, Sumatera Selatan, 4119
Penukal Utara, Muara Enim, Sumatera Selatan, 4120
Rambang, Muara Enim, Sumatera Selatan, 4121
Rambang Dangku, Muara Enim, Sumatera Selatan, 4122
Semendo Darat Laut, Muara Enim, Sumatera Selatan, 4123
Semendo Darat Tengah, Muara Enim, Sumatera Selatan, 4124
Semendo Darat Ulu, Muara Enim, Sumatera Selatan, 4125
Sungai Rotan, Muara Enim, Sumatera Selatan, 4126
Talang Ubi, Muara Enim, Sumatera Selatan, 4127
Tanah Abang, Muara Enim, Sumatera Selatan, 4128
Tanjung Agung, Muara Enim, Sumatera Selatan, 4129
Ujan Mas, Muara Enim, Sumatera Selatan, 4130
Bahar Selatan, Muaro Jambi, Jambi, 4131
Bahar Utara, Muaro Jambi, Jambi, 4132
Jambi Luar Kota, Muaro Jambi, Jambi, 4133
Kumpeh, Muaro Jambi, Jambi, 4134
Kumpeh Ulu, Muaro Jambi, Jambi, 4135
Maro Sebo, Muaro Jambi, Jambi, 4136
Mestong, Muaro Jambi, Jambi, 4137
Sekernan, Muaro Jambi, Jambi, 4138
Sungai Bahar, Muaro Jambi, Jambi, 4139
Sungai Gelam, Muaro Jambi, Jambi, 4140
Taman Rajo / Rejo, Muaro Jambi, Jambi, 4141
Air Dikit, Muko Muko, Bengkulu, 4142
Air Majunto, Muko Muko, Bengkulu, 4143
Air Rami, Muko Muko, Bengkulu, 4144
Ipuh (Muko-Muko Selatan), Muko Muko, Bengkulu, 4145
Kota Mukomuko (Mukomuko Utara), Muko Muko, Bengkulu, 4146
Lubuk Pinang, Muko Muko, Bengkulu, 4147
Malin Deman, Muko Muko, Bengkulu, 4148
Penarik, Muko Muko, Bengkulu, 4149
Pondok Suguh, Muko Muko, Bengkulu, 4150
Selagan Raya, Muko Muko, Bengkulu, 4151
Sungai Rumbai, Muko Muko, Bengkulu, 4152
Teramang Jaya, Muko Muko, Bengkulu, 4153
Teras Terunjam, Muko Muko, Bengkulu, 4154
V Koto, Muko Muko, Bengkulu, 4155
XIV Koto, Muko Muko, Bengkulu, 4156
Barangka, Muna, Sulawesi Tenggara, 4157
Batalaiwaru (Batalaiworu), Muna, Sulawesi Tenggara, 4158
Batukara, Muna, Sulawesi Tenggara, 4159
Bone (Bone Tondo), Muna, Sulawesi Tenggara, 4160
Duruka, Muna, Sulawesi Tenggara, 4161
Kabangka, Muna, Sulawesi Tenggara, 4162
Kabawo, Muna, Sulawesi Tenggara, 4163
Katobu, Muna, Sulawesi Tenggara, 4164
Kontu Kowuna, Muna, Sulawesi Tenggara, 4165
Kontunaga, Muna, Sulawesi Tenggara, 4166
Kusambi, Muna, Sulawesi Tenggara, 4167
Lasalepa, Muna, Sulawesi Tenggara, 4168
Lawa, Muna, Sulawesi Tenggara, 4169
Lohia, Muna, Sulawesi Tenggara, 4170
Maginti, Muna, Sulawesi Tenggara, 4171
Maligano, Muna, Sulawesi Tenggara, 4172
Marobo, Muna, Sulawesi Tenggara, 4173
Napabalano, Muna, Sulawesi Tenggara, 4174
Napano Kusambi, Muna, Sulawesi Tenggara, 4175
Parigi, Muna, Sulawesi Tenggara, 4176
Pasi Kolaga, Muna, Sulawesi Tenggara, 4177
Pasir Putih, Muna, Sulawesi Tenggara, 4178
Sawerigadi (Sawerigading/Sewergadi), Muna, Sulawesi Tenggara, 4179
Tiworo Kepulauan, Muna, Sulawesi Tenggara, 4180
Tiworo Selatan, Muna, Sulawesi Tenggara, 4181
Tiworo Tengah, Muna, Sulawesi Tenggara, 4182
Tiworo Utara, Muna, Sulawesi Tenggara, 4183
Tongkuno, Muna, Sulawesi Tenggara, 4184
Tongkuno Selatan, Muna, Sulawesi Tenggara, 4185
Towea, Muna, Sulawesi Tenggara, 4186
Wa Daga, Muna, Sulawesi Tenggara, 4187
Wakorumba Selatan, Muna, Sulawesi Tenggara, 4188
Watopute, Muna, Sulawesi Tenggara, 4189
Barito Tuhup Raya, Murung Raya, Kalimantan Tengah, 4190
Laung Tuhup, Murung Raya, Kalimantan Tengah, 4191
Murung, Murung Raya, Kalimantan Tengah, 4192
Permata Intan, Murung Raya, Kalimantan Tengah, 4193
Seribu Riam, Murung Raya, Kalimantan Tengah, 4194
Sumber Barito, Murung Raya, Kalimantan Tengah, 4195
Sungai Babuat, Murung Raya, Kalimantan Tengah, 4196
Tanah Siang, Murung Raya, Kalimantan Tengah, 4197
Tanah Siang Selatan, Murung Raya, Kalimantan Tengah, 4198
Uut Murung, Murung Raya, Kalimantan Tengah, 4199
Babat Supat, Musi Banyuasin, Sumatera Selatan, 4200
Babat Toman, Musi Banyuasin, Sumatera Selatan, 4201
Batanghari Leko, Musi Banyuasin, Sumatera Selatan, 4202
Bayung Lencir, Musi Banyuasin, Sumatera Selatan, 4203
Keluang, Musi Banyuasin, Sumatera Selatan, 4204
Lais, Musi Banyuasin, Sumatera Selatan, 4205
Lalan (Sungai Lalan), Musi Banyuasin, Sumatera Selatan, 4206
Lawang Wetan, Musi Banyuasin, Sumatera Selatan, 4207
Plakat Tinggi (Pelakat Tinggi), Musi Banyuasin, Sumatera Selatan, 4208
Sanga Desa, Musi Banyuasin, Sumatera Selatan, 4209
Sekayu, Musi Banyuasin, Sumatera Selatan, 4210
Sungai Keruh, Musi Banyuasin, Sumatera Selatan, 4211
Sungai Lilin, Musi Banyuasin, Sumatera Selatan, 4212
Tungkal Jaya, Musi Banyuasin, Sumatera Selatan, 4213
Batukuning Lakitan Ulu (BTS)/Cecar, Musi Rawas, Sumatera Selatan, 4214
Jaya Loka, Musi Rawas, Sumatera Selatan, 4215
Karang Dapo, Musi Rawas, Sumatera Selatan, 4216
Karang Jaya, Musi Rawas, Sumatera Selatan, 4217
Megang Sakti, Musi Rawas, Sumatera Selatan, 4218
Muara Beliti, Musi Rawas, Sumatera Selatan, 4219
Muara Kelingi, Musi Rawas, Sumatera Selatan, 4220
Muara Lakitan, Musi Rawas, Sumatera Selatan, 4221
Nibung, Musi Rawas, Sumatera Selatan, 4222
Purwodadi, Musi Rawas, Sumatera Selatan, 4223
Rawas Ilir, Musi Rawas, Sumatera Selatan, 4224
Rawas Ulu, Musi Rawas, Sumatera Selatan, 4225
Rupit, Musi Rawas, Sumatera Selatan, 4226
Selangit, Musi Rawas, Sumatera Selatan, 4227
STL Ulu Terawas, Musi Rawas, Sumatera Selatan, 4228
Sukakarya, Musi Rawas, Sumatera Selatan, 4229
Sumber Harta, Musi Rawas, Sumatera Selatan, 4230
Tiang Pumpung Kepungut, Musi Rawas, Sumatera Selatan, 4231
Tuah Negeri, Musi Rawas, Sumatera Selatan, 4232
Tugumulyo, Musi Rawas, Sumatera Selatan, 4233
Ulu Rawas, Musi Rawas, Sumatera Selatan, 4234
Dipa, Nabire, Papua, 4235
Makimi, Nabire, Papua, 4236
Menou, Nabire, Papua, 4237
Moora, Nabire, Papua, 4238
Nabire, Nabire, Papua, 4239
Nabire Barat, Nabire, Papua, 4240
Napan, Nabire, Papua, 4241
Siriwo, Nabire, Papua, 4242
Teluk Kimi, Nabire, Papua, 4243
Teluk Umar, Nabire, Papua, 4244
Uwapa, Nabire, Papua, 4245
Wanggar, Nabire, Papua, 4246
Wapoga, Nabire, Papua, 4247
Yaro (Yaro Kabisay), Nabire, Papua, 4248
Yaur, Nabire, Papua, 4249
Beutong, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4250
Beutong Ateuh Banggalang, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4251
Darul Makmur, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4252
Kuala, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4253
Kuala Pesisir, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4254
Seunagan, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4255
Seunagan Timur, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4256
Suka Makmue, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4257
Tadu Raya, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4258
Tripa Makmur, Nagan Raya, Nanggroe Aceh Darussalam (NAD), 4259
Aesesa, Nagekeo, Nusa Tenggara Timur (NTT), 4260
Aesesa Selatan, Nagekeo, Nusa Tenggara Timur (NTT), 4261
Boawae, Nagekeo, Nusa Tenggara Timur (NTT), 4262
Keo Tengah, Nagekeo, Nusa Tenggara Timur (NTT), 4263
Mauponggo, Nagekeo, Nusa Tenggara Timur (NTT), 4264
Nangaroro, Nagekeo, Nusa Tenggara Timur (NTT), 4265
Wolowae, Nagekeo, Nusa Tenggara Timur (NTT), 4266
Bunguran Barat, Natuna, Kepulauan Riau, 4267
Bunguran Selatan, Natuna, Kepulauan Riau, 4268
Bunguran Tengah, Natuna, Kepulauan Riau, 4269
Bunguran Timur, Natuna, Kepulauan Riau, 4270
Bunguran Timur Laut, Natuna, Kepulauan Riau, 4271
Bunguran Utara, Natuna, Kepulauan Riau, 4272
Midai, Natuna, Kepulauan Riau, 4273
Pulau Laut, Natuna, Kepulauan Riau, 4274
Pulau Tiga, Natuna, Kepulauan Riau, 4275
Serasan, Natuna, Kepulauan Riau, 4276
Serasan Timur, Natuna, Kepulauan Riau, 4277
Subi, Natuna, Kepulauan Riau, 4278
Alama, Nduga, Papua, 4279
Dal, Nduga, Papua, 4280
Embetpen, Nduga, Papua, 4281
Gearek, Nduga, Papua, 4282
Geselma (Geselema), Nduga, Papua, 4283
Inikgal, Nduga, Papua, 4284
Iniye, Nduga, Papua, 4285
Kegayem, Nduga, Papua, 4286
Kenyam, Nduga, Papua, 4287
Kilmid, Nduga, Papua, 4288
Kora, Nduga, Papua, 4289
Koroptak, Nduga, Papua, 4290
Krepkuri, Nduga, Papua, 4291
Mam, Nduga, Papua, 4292
Mapenduma, Nduga, Papua, 4293
Mbua (Mbuga), Nduga, Papua, 4294
Mbua Tengah, Nduga, Papua, 4295
Mbulmu Yalma, Nduga, Papua, 4296
Mebarok, Nduga, Papua, 4297
Moba, Nduga, Papua, 4298
Mugi, Nduga, Papua, 4299
Nenggeagin, Nduga, Papua, 4300
Nirkuri, Nduga, Papua, 4301
Paro, Nduga, Papua, 4302
Pasir Putih, Nduga, Papua, 4303
Pija, Nduga, Papua, 4304
Wosak, Nduga, Papua, 4305
Wusi, Nduga, Papua, 4306
Wutpaga, Nduga, Papua, 4307
Yal, Nduga, Papua, 4308
Yenggelo, Nduga, Papua, 4309
Yigi, Nduga, Papua, 4310
Aimere, Ngada, Nusa Tenggara Timur (NTT), 4311
Bajawa, Ngada, Nusa Tenggara Timur (NTT), 4312
Bajawa Utara, Ngada, Nusa Tenggara Timur (NTT), 4313
Golewa, Ngada, Nusa Tenggara Timur (NTT), 4314
Golewa Barat, Ngada, Nusa Tenggara Timur (NTT), 4315
Golewa Selatan, Ngada, Nusa Tenggara Timur (NTT), 4316
Inerie, Ngada, Nusa Tenggara Timur (NTT), 4317
Jerebuu, Ngada, Nusa Tenggara Timur (NTT), 4318
Riung, Ngada, Nusa Tenggara Timur (NTT), 4319
Riung Barat, Ngada, Nusa Tenggara Timur (NTT), 4320
Soa, Ngada, Nusa Tenggara Timur (NTT), 4321
Wolomeze (Riung Selatan), Ngada, Nusa Tenggara Timur (NTT), 4322
Bagor, Nganjuk, Jawa Timur, 4323
Baron, Nganjuk, Jawa Timur, 4324
Berbek, Nganjuk, Jawa Timur, 4325
Gondang, Nganjuk, Jawa Timur, 4326
Jatikalen, Nganjuk, Jawa Timur, 4327
Kertosono, Nganjuk, Jawa Timur, 4328
Lengkong, Nganjuk, Jawa Timur, 4329
Loceret, Nganjuk, Jawa Timur, 4330
Nganjuk, Nganjuk, Jawa Timur, 4331
Ngetos, Nganjuk, Jawa Timur, 4332
Ngluyu, Nganjuk, Jawa Timur, 4333
Ngronggot, Nganjuk, Jawa Timur, 4334
Pace, Nganjuk, Jawa Timur, 4335
Patianrowo, Nganjuk, Jawa Timur, 4336
Prambon, Nganjuk, Jawa Timur, 4337
Rejoso, Nganjuk, Jawa Timur, 4338
Sawahan, Nganjuk, Jawa Timur, 4339
Sukomoro, Nganjuk, Jawa Timur, 4340
Tanjunganom, Nganjuk, Jawa Timur, 4341
Wilangan, Nganjuk, Jawa Timur, 4342
Bringin, Ngawi, Jawa Timur, 4343
Geneng, Ngawi, Jawa Timur, 4344
Gerih, Ngawi, Jawa Timur, 4345
Jogorogo, Ngawi, Jawa Timur, 4346
Karanganyar, Ngawi, Jawa Timur, 4347
Karangjati, Ngawi, Jawa Timur, 4348
Kasreman, Ngawi, Jawa Timur, 4349
Kedunggalar, Ngawi, Jawa Timur, 4350
Kendal, Ngawi, Jawa Timur, 4351
Kwadungan, Ngawi, Jawa Timur, 4352
Mantingan, Ngawi, Jawa Timur, 4353
Ngawi, Ngawi, Jawa Timur, 4354
Ngrambe, Ngawi, Jawa Timur, 4355
Padas, Ngawi, Jawa Timur, 4356
Pangkur, Ngawi, Jawa Timur, 4357
Paron, Ngawi, Jawa Timur, 4358
Pitu, Ngawi, Jawa Timur, 4359
Sine, Ngawi, Jawa Timur, 4360
Widodaren, Ngawi, Jawa Timur, 4361
Bawolato, Nias, Sumatera Utara, 4362
Botomuzoi, Nias, Sumatera Utara, 4363
Gido, Nias, Sumatera Utara, 4364
Hili Serangkai (Hilisaranggu), Nias, Sumatera Utara, 4365
Hiliduho, Nias, Sumatera Utara, 4366
Idano Gawo, Nias, Sumatera Utara, 4367
Ma'u, Nias, Sumatera Utara, 4368
Sogae Adu (Sogaeadu), Nias, Sumatera Utara, 4369
Somolo-Molo (Samolo), Nias, Sumatera Utara, 4370
Ulugawo, Nias, Sumatera Utara, 4371
Lahomi (Gahori), Nias Barat, Sumatera Utara, 4372
Lolofitu Moi, Nias Barat, Sumatera Utara, 4373
Mandrehe, Nias Barat, Sumatera Utara, 4374
Mandrehe Barat, Nias Barat, Sumatera Utara, 4375
Mandrehe Utara, Nias Barat, Sumatera Utara, 4376
Moro'o, Nias Barat, Sumatera Utara, 4377
Sirombu, Nias Barat, Sumatera Utara, 4378
Ulu Moro'o (Ulu Narwo), Nias Barat, Sumatera Utara, 4379
Amandraya, Nias Selatan, Sumatera Utara, 4380
Aramo, Nias Selatan, Sumatera Utara, 4381
Boronadu, Nias Selatan, Sumatera Utara, 4382
Fanayama, Nias Selatan, Sumatera Utara, 4383
Gomo, Nias Selatan, Sumatera Utara, 4384
Hibala, Nias Selatan, Sumatera Utara, 4385
Hilimegai, Nias Selatan, Sumatera Utara, 4386
Hilisalawa'ahe (Hilisalawaahe), Nias Selatan, Sumatera Utara, 4387
Huruna, Nias Selatan, Sumatera Utara, 4388
Lahusa, Nias Selatan, Sumatera Utara, 4389
Lolomatua, Nias Selatan, Sumatera Utara, 4390
Lolowau, Nias Selatan, Sumatera Utara, 4391
Maniamolo, Nias Selatan, Sumatera Utara, 4392
Mazino, Nias Selatan, Sumatera Utara, 4393
Mazo, Nias Selatan, Sumatera Utara, 4394
O'o'u (Oou), Nias Selatan, Sumatera Utara, 4395
Onohazumba, Nias Selatan, Sumatera Utara, 4396
Pulau-Pulau Batu, Nias Selatan, Sumatera Utara, 4397
Pulau-Pulau Batu Barat, Nias Selatan, Sumatera Utara, 4398
Pulau-Pulau Batu Timur, Nias Selatan, Sumatera Utara, 4399
Pulau-Pulau Batu Utara, Nias Selatan, Sumatera Utara, 4400
Sidua'ori, Nias Selatan, Sumatera Utara, 4401
Simuk, Nias Selatan, Sumatera Utara, 4402
Somambawa, Nias Selatan, Sumatera Utara, 4403
Susua, Nias Selatan, Sumatera Utara, 4404
Tanah Masa, Nias Selatan, Sumatera Utara, 4405
Teluk Dalam, Nias Selatan, Sumatera Utara, 4406
Toma, Nias Selatan, Sumatera Utara, 4407
Ulunoyo, Nias Selatan, Sumatera Utara, 4408
Ulususua, Nias Selatan, Sumatera Utara, 4409
Umbunasi, Nias Selatan, Sumatera Utara, 4410
Afulu, Nias Utara, Sumatera Utara, 4411
Alasa, Nias Utara, Sumatera Utara, 4412
Alasa Talumuzoi, Nias Utara, Sumatera Utara, 4413
Lahewa, Nias Utara, Sumatera Utara, 4414
Lahewa Timur, Nias Utara, Sumatera Utara, 4415
Lotu, Nias Utara, Sumatera Utara, 4416
Namohalu Esiwa, Nias Utara, Sumatera Utara, 4417
Sawo, Nias Utara, Sumatera Utara, 4418
Sitolu Ori, Nias Utara, Sumatera Utara, 4419
Tugala Oyo, Nias Utara, Sumatera Utara, 4420
Tuhemberua, Nias Utara, Sumatera Utara, 4421
Krayan, Nunukan, Kalimantan Utara, 4422
Krayan Selatan, Nunukan, Kalimantan Utara, 4423
Lumbis, Nunukan, Kalimantan Utara, 4424
Lumbis Ogong, Nunukan, Kalimantan Utara, 4425
Nunukan, Nunukan, Kalimantan Utara, 4426
Nunukan Selatan, Nunukan, Kalimantan Utara, 4427
Sebatik, Nunukan, Kalimantan Utara, 4428
Sebatik Barat, Nunukan, Kalimantan Utara, 4429
Sebatik Tengah, Nunukan, Kalimantan Utara, 4430
Sebatik Timur, Nunukan, Kalimantan Utara, 4431
Sebatik Utara, Nunukan, Kalimantan Utara, 4432
Sebuku, Nunukan, Kalimantan Utara, 4433
Sei Menggaris, Nunukan, Kalimantan Utara, 4434
Sembakung, Nunukan, Kalimantan Utara, 4435
Tulin Onsoi, Nunukan, Kalimantan Utara, 4436
Indralaya, Ogan Ilir, Sumatera Selatan, 4437
Indralaya Selatan, Ogan Ilir, Sumatera Selatan, 4438
Indralaya Utara, Ogan Ilir, Sumatera Selatan, 4439
Kandis, Ogan Ilir, Sumatera Selatan, 4440
Lubuk Keliat, Ogan Ilir, Sumatera Selatan, 4441
Muara Kuang, Ogan Ilir, Sumatera Selatan, 4442
Payaraman, Ogan Ilir, Sumatera Selatan, 4443
Pemulutan, Ogan Ilir, Sumatera Selatan, 4444
Pemulutan Barat, Ogan Ilir, Sumatera Selatan, 4445
Pemulutan Selatan, Ogan Ilir, Sumatera Selatan, 4446
Rambang Kuang, Ogan Ilir, Sumatera Selatan, 4447
Rantau Alai, Ogan Ilir, Sumatera Selatan, 4448
Rantau Panjang, Ogan Ilir, Sumatera Selatan, 4449
Sungai Pinang, Ogan Ilir, Sumatera Selatan, 4450
Tanjung Batu, Ogan Ilir, Sumatera Selatan, 4451
Tanjung Raja, Ogan Ilir, Sumatera Selatan, 4452
Air Sugihan, Ogan Komering Ilir, Sumatera Selatan, 4453
Cengal, Ogan Komering Ilir, Sumatera Selatan, 4454
Jejawi, Ogan Komering Ilir, Sumatera Selatan, 4455
Kayu Agung, Ogan Komering Ilir, Sumatera Selatan, 4456
Lempuing, Ogan Komering Ilir, Sumatera Selatan, 4457
